0.40207 87.39310
0.41212 86.23845
0.41896 85.33397
0.42943 84.52572
0.44563 83.91953
0.46435 84.16489
0.47792 85.04531
0.48786 85.65150
0.49800 86.43089
0.51044 87.33536
0.52320 88.08588
0.53849 88.84122
0.55881 89.53689
0.58468 90.14501
0.61428 90.44329
0.64537 90.25085
0.67526 89.81401
0.70073 89.11544
0.72121 88.54774
0.73924 87.81647
0.75460 87.03708
0.76607 86.35391
0.77986 85.59377
0.79280 84.87212
0.80265 84.06386
0.82951 83.08241
0.85024 82.96695
0.87509 83.91953
0.88961 84.69892
0.90810 85.96903
0.91561 86.58484
0.92825 87.29688
0.94625 88.27833
0.96990 89.20204
0.99825 89.99586
1.03591 90.66845
1.08387 91.39587
1.13874 91.80962
1.19638 92.21375
1.25694 92.57939
1.32056 92.92578
1.38740 93.33953
1.45763 93.79177
1.53141 94.11892
1.60893 94.26325
1.69037 94.28249
1.77593 94.40758
1.86582 94.79246
1.96026 95.12923
2.05949 95.50449
2.16373 95.78353
2.27326 96.08182
2.24537 71.30501
2.38832 96.31275
2.50921 96.48594
2.63622 96.59179
2.76966 96.59179
2.90986 96.63028
3.05714 96.70725
3.21189 96.70725
3.37447 96.82272
3.51622 80.19579
3.54527 96.82272
3.69420 80.19579
3.72473 96.82272
3.88119 80.19579
3.91326 96.92856
4.07765 80.19579
4.11134 96.92856
4.23149 80.19579
4.31945 96.97667
4.53809 96.99591
4.76779 97.10176
5.00913 97.11138
5.26268 97.12100
5.52906 97.16911
5.80893 97.17873
6.10296 97.22684
6.41188 97.22684
6.73643 97.22684
6.96188 97.16911
7.62152 97.27495
8.00730 97.28458
8.41261 97.28458
8.83843 97.49626
9.28581 97.71757
9.75584 97.86190
10.24965 97.94850
10.68021 97.97736
11.88620 98.05434
12.48785 98.03510
13.11995 98.03510
13.78405 98.11207
14.48176 98.10245
15.21479 98.03510
15.98493 98.03510
16.79405 98.03510
17.64412 97.99661
18.53722 97.91963
19.47553 97.59633
19.98974 97.32306
