#WL	ARC14
2185	55.2961
2186	54.9301
2187	54.5669
2188	54.2062
2189	53.8483
2190	53.4929
2191	53.1416
2192	52.7929
2193	52.4467
2194	52.1031
2195	51.762
2196	51.4234
2197	51.0872
2198	50.7536
2199	50.4224
2200	50.0936
2201	49.8919
2202	49.6912
2203	49.4915
2204	49.2926
2205	49.0947
2206	48.8977
2207	48.7017
2208	48.5066
2209	48.3124
2210	48.1191
2211	48.0464
2212	47.9739
2213	47.9017
2214	47.8297
2215	47.7578
2216	47.6862
2217	47.6148
2218	47.5437
2219	47.4727
2220	47.4019
2221	47.4722
2222	47.5427
2223	47.6136
2224	47.6847
2225	47.7562
2226	47.8281
2227	47.9002
2228	47.9727
2229	48.0455
2230	48.1187
2231	48.0483
2232	47.9782
2233	47.9083
2234	47.8386
2235	47.7691
2236	47.6999
2237	47.6308
2238	47.562
2239	47.4934
2240	47.4251
2241	47.4523
2242	47.4798
2243	47.5075
2244	47.5354
2245	47.5635
2246	47.5917
2247	47.6202
2248	47.6489
2249	47.6779
2250	47.707
2251	47.7361
2252	47.7654
2253	47.7949
2254	47.8246
2255	47.8546
2256	47.8847
2257	47.9151
2258	47.9458
2259	47.9766
2260	48.0077
2261	48.039
2262	48.0706
2263	48.1024
2264	48.1344
2265	48.1666
2266	48.1991
2267	48.2319
2268	48.2648
2269	48.2981
2270	48.3315
2271	48.3653
2272	48.3992
2273	48.4335
2274	48.4679
2275	48.5027
2276	48.5377
2277	48.5729
2278	48.6084
2279	48.6442
2280	48.6802
2281	48.7165
2282	48.7531
2283	48.7899
2284	48.827
2285	48.8644
2286	48.902
2287	48.94
2288	48.9782
2289	49.0167
2290	49.0554
2291	49.0945
2292	49.1338
2293	49.1734
2294	49.2134
2295	49.2536
2296	49.2941
2297	49.3348
2298	49.3759
2299	49.4173
2300	49.459
2301	49.4234
2302	49.388
2303	49.3528
2304	49.3177
2305	49.2829
2306	49.2483
2307	49.2138
2308	49.1796
2309	49.1455
2310	49.1117
2311	49.078
2312	49.0446
2313	49.0113
2314	48.9782
2315	48.9453
2316	48.9126
2317	48.8801
2318	48.8478
2319	48.8157
2320	48.7837
2321	48.752
2322	48.7204
2323	48.6891
2324	48.6579
2325	48.6269
2326	48.5962
2327	48.5656
2328	48.5352
2329	48.505
2330	48.4749
2331	48.4451
2332	48.4155
2333	48.386
2334	48.3568
2335	48.3277
2336	48.2988
2337	48.2701
2338	48.2416
2339	48.2133
2340	48.1852
2341	48.1572
2342	48.1295
2343	48.1019
2344	48.0745
2345	48.0473
2346	48.0203
2347	47.9935
2348	47.9669
2349	47.9404
2350	47.9142
2351	47.8727
2352	47.8315
2353	47.7904
2354	47.7496
2355	47.7089
2356	47.6685
2357	47.6282
2358	47.5881
2359	47.5483
2360	47.5086
2361	47.4691
2362	47.4298
2363	47.3907
2364	47.3518
2365	47.313
2366	47.2745
2367	47.2362
2368	47.198
2369	47.16
2370	47.1223
2371	47.0847
2372	47.0473
2373	47.0101
2374	46.973
2375	46.9362
2376	46.8996
2377	46.8631
2378	46.8268
2379	46.7907
2380	46.7548
2381	46.7191
2382	46.6836
2383	46.6482
2384	46.613
2385	46.578
2386	46.5432
2387	46.5086
2388	46.4742
2389	46.4399
2390	46.4058
2391	46.3719
2392	46.3382
2393	46.3047
2394	46.2713
2395	46.2382
2396	46.2052
2397	46.1723
2398	46.1397
2399	46.1072
2400	46.0749
2401	45.9969
2402	45.9191
2403	45.8416
2404	45.7643
2405	45.6873
2406	45.6106
2407	45.5342
2408	45.458
2409	45.3822
2410	45.3065
2411	45.2312
2412	45.1561
2413	45.0813
2414	45.0067
2415	44.9324
2416	44.8584
2417	44.7846
2418	44.7111
2419	44.6379
2420	44.5649
2421	44.4922
2422	44.4197
2423	44.3475
2424	44.2756
2425	44.2039
2426	44.1325
2427	44.0613
2428	43.9904
2429	43.9197
2430	43.8493
2431	43.7791
2432	43.7092
2433	43.6395
2434	43.5701
2435	43.501
2436	43.4321
2437	43.3634
2438	43.295
2439	43.2268
2440	43.1589
2441	43.0912
2442	43.0238
2443	42.9566
2444	42.8896
2445	42.8229
2446	42.7564
2447	42.6902
2448	42.6242
2449	42.5585
2450	42.493
2451	42.4142
2452	42.3358
2453	42.2576
2454	42.1798
2455	42.1022
2456	42.0249
2457	41.9479
2458	41.8712
2459	41.7947
2460	41.7186
2461	41.6427
2462	41.5671
2463	41.4918
2464	41.4168
2465	41.342
2466	41.2676
2467	41.1934
2468	41.1194
2469	41.0458
2470	40.9724
2471	40.8993
2472	40.8265
2473	40.754
2474	40.6817
2475	40.6097
2476	40.5379
2477	40.4665
2478	40.3953
2479	40.3243
2480	40.2537
2481	40.1832
2482	40.1131
2483	40.0432
2484	39.9736
2485	39.9042
2486	39.8351
2487	39.7663
2488	39.6977
2489	39.6294
2490	39.5614
2491	39.4935
2492	39.426
2493	39.3587
2494	39.2917
2495	39.2249
2496	39.1583
2497	39.092
2498	39.026
2499	38.9602
2500	38.8947
2501	38.8658
2502	38.837
2503	38.8084
2504	38.78
2505	38.7517
2506	38.7236
2507	38.6956
2508	38.6678
2509	38.6402
2510	38.6127
2511	38.5853
2512	38.5581
2513	38.5311
2514	38.5042
2515	38.4775
2516	38.4509
2517	38.4245
2518	38.3982
2519	38.3721
2520	38.3461
2521	38.3203
2522	38.2946
2523	38.2691
2524	38.2437
2525	38.2184
2526	38.1934
2527	38.1684
2528	38.1436
2529	38.119
2530	38.0945
2531	38.0702
2532	38.046
2533	38.0219
2534	37.998
2535	37.9742
2536	37.9506
2537	37.9271
2538	37.9038
2539	37.8806
2540	37.8575
2541	37.8346
2542	37.8119
2543	37.7892
2544	37.7667
2545	37.7444
2546	37.7222
2547	37.7001
2548	37.6782
2549	37.6564
2550	37.6348
2551	37.6133
2552	37.5919
2553	37.5707
2554	37.5496
2555	37.5286
2556	37.5078
2557	37.4871
2558	37.4666
2559	37.4461
2560	37.4259
2561	37.4057
2562	37.3857
2563	37.3658
2564	37.3461
2565	37.3265
2566	37.307
2567	37.2877
2568	37.2684
2569	37.2494
2570	37.2304
2571	37.2116
2572	37.1929
2573	37.1744
2574	37.1559
2575	37.1377
2576	37.1195
2577	37.1015
2578	37.0835
2579	37.0658
2580	37.0481
2581	37.0306
2582	37.0132
2583	36.9959
2584	36.9788
2585	36.9618
2586	36.9449
2587	36.9281
2588	36.9115
2589	36.895
2590	36.8786
2591	36.8623
2592	36.8462
2593	36.8302
2594	36.8143
2595	36.7985
2596	36.7829
2597	36.7674
2598	36.752
2599	36.7367
2600	36.7216
